data1,data2
0xF7,0x0278D0
0xF8,0x026F93
0xF9,0x026546
0xFB,0x025AB8
0xFC,0x024FB9
0xFE,0x02444B
0xFF,0x0239C4
0x00,0x022FC2
0x01,0x0226AD
0x02,0x021F20
0x03,0x0218EE
0x04,0x02143B
0x04,0x021164
0x05,0x020FE6
0x05,0x021089
0x04,0x021237
0x04,0x0215A4
0x04,0x021A0D
0x03,0x021ECD
0x03,0x022485
0x02,0x0229A4
0x02,0x022E5B
0x02,0x02329B
0x01,0x02356E
0x01,0x0236BD
0x01,0x023643
0x01,0x023370
0x01,0x022E67
0x01,0x022742
0x01,0x021D24
0x01,0x0210E7
0x01,0x02020F
0x02,0x01F12A
0x02,0x01DEC5
0x02,0x01C9C4
0x02,0x01B3A6
0x02,0x019C00
0x02,0x018392
0x01,0x016A20
0x01,0x01501A
0x01,0x01359B
0x01,0x011B57
0x00,0x010105
0x00,0x00E787
0x00,0x00CDC5
0x00,0x00B48C
0x00,0x009BEF
0xFF,0x0083CB
0xFF,0x006BF7
0xFF,0x0054FE
0xFF,0x003DFF
0xFF,0x0027A8
0x00,0x0010A7
0x00,0xFFFAD7
0x00,0xFFE50D
0x00,0xFFCEDB
0x01,0xFFB972
0x01,0xFFA3C2
0x01,0xFF8E73
0x01,0xFF793B
0x02,0xFF6484
0x02,0xFF5002
0x02,0xFF3B9D
0x02,0xFF276D
0x02,0xFF1375
0x02,0xFF0006
0x02,0xFEEC86
0x02,0xFED9A9
0x02,0xFEC6D6
0x02,0xFEB45C
0x02,0xFEA243
0x01,0xFE9009
0x01,0xFE7E3F
0x00,0xFE6CE4
0x00,0xFE5BEF
0xFF,0xFE4B6C
0xFF,0xFE3BC4
0xFE,0xFE2D32
0xFE,0xFE1F86
0xFD,0xFE138A
0xFD,0xFE08E9
0xFD,0xFE0029
0xFC,0xFDF99C
0xFC,0xFDF564
0xFC,0xFDF3B0
0xFC,0xFDF46F
0xFD,0xFDF79E
0xFD,0xFDFD52
0xFD,0xFE056A
0xFE,0xFE0F92
0xFE,0xFE1BDA
0xFE,0xFE2930
0xFF,0xFE37CD
0xFF,0xFE4673
0xFF,0xFE5516
0xFF,0xFE637C
0x00,0xFE70A6
0x00,0xFE7C75
0xFF,0xFE8686
0xFF,0xFE8E45
0xFF,0xFE9403
0xFF,0xFE9716
0xFE,0xFE97E7
0xFE,0xFE9680
0xFE,0xFE9318
0xFD,0xFE8DF1
0xFD,0xFE8766
0xFD,0xFE8013
0xFC,0xFE7873
0xFC,0xFE707B
0xFC,0xFE68F8
0xFD,0xFE6219
0xFD,0xFE5BE9
0xFD,0xFE5710
0xFE,0xFE53C3
0xFE,0xFE51A6
0xFF,0xFE50FC
0xFF,0xFE510E
0x00,0xFE527B
0x01,0xFE54C2
0x01,0xFE56D2
0x01,0xFE59C1
0x02,0xFE5C4B
0x02,0xFE5E73
0x02,0xFE600D
0x02,0xFE6110
0x02,0xFE60FE
0x02,0xFE5FFB
0x02,0xFE5DD9
0x01,0xFE5B4E
0x01,0xFE584F
0x01,0xFE54EE
0x00,0xFE5156
0x00,0xFE4E3F
0x00,0xFE4B86
0xFF,0xFE4994
0xFF,0xFE490E
0xFF,0xFE4986
0xFF,0xFE4B96
0xFF,0xFE4F60
0xFE,0xFE54E8
0xFE,0xFE5C83
0xFE,0xFE65A5
0xFE,0xFE7011
0xFE,0xFE7C07
0xFE,0xFE8964
0xFE,0xFE9779
0xFE,0xFEA657
0xFE,0xFEB59F
0xFE,0xFEC4DA
0xFE,0xFED3F9
0xFE,0xFEE272
0xFE,0xFEF068
0xFE,0xFEFD51
0xFE,0xFF0993
0xFF,0xFF1474
0xFF,0xFF1E40
0xFF,0xFF26F1
0xFF,0xFF2F6B
0xFF,0xFF3676
0x00,0xFF3CFF
0x00,0xFF42D9
0x00,0xFF48A4
0x00,0xFF4E28
0x00,0xFF53B0
0x00,0xFF5995
0x00,0xFF5FE8
0x00,0xFF66BF
0x00,0xFF6DDE
0xFF,0xFF7662
0xFF,0xFF7F3B
0xFF,0xFF88C3
0xFE,0xFF9327
0xFD,0xFF9DE0
0xFD,0xFFA93D
0xFC,0xFFB54E
0xFC,0xFFC0D3
0xFC,0xFFCCAB
0xFB,0xFFD85D
0xFB,0xFFE3AE
0xFB,0xFFEEB7
0xFB,0xFFF879
0xFC,0x0001B8
0xFC,0x000A1D
0xFD,0x001164
0xFD,0x001790
0xFE,0x001CEC
0xFF,0x0020DB
0x00,0x002409
0x00,0x0025F7
0x01,0x00276E
0x02,0x0027F3
0x02,0x00283F
0x03,0x00283F
0x03,0x0027F5
0x03,0x0027C4
0x03,0x0027A0
0x03,0x0027F7
0x03,0x002893
0x03,0x002A03
0x02,0x002BAC
0x02,0x002E3D
0x01,0x0030DA
0x00,0x003401
0x00,0x00373E
0xFF,0x003A87
0xFE,0x003D70
0xFE,0x004097
0xFD,0x004300
0xFC,0x0044D6
0xFC,0x0045CD
0xFB,0x004659
0xFB,0x004594
0xFB,0x0043C3
0xFA,0x004176
0xFA,0x003E19
0xFA,0x0039B0
0xF9,0x003510
0xF9,0x002F8C
0xF9,0x0029D9
0xF9,0x00245F
0xF8,0x001E9B
0xF8,0x0019B4
0xF8,0x0014A3
0xF9,0x0010C9
0xF9,0x000D7E
0xF9,0x000AC1
0xFA,0x000974
0xFA,0x0008D3
0xFB,0x000910
0xFB,0x0009F0
0xFC,0x000C19
0xFD,0x000E8F
0xFE,0x001172
0xFF,0x0014B7
0xFF,0x0018F6
0x00,0x001CD3
0x00,0x0020FE
0x01,0x00255C
0x01,0x0029A6
0x01,0x002E6B
0x02,0x0032EA
0x02,0x0037C6
0x01,0x003C39
0x01,0x0041E1
0x01,0x004746
0x01,0x004D00
0x01,0x00537A
0x00,0x0059F5
0x00,0x0060C4
0x00,0x00680F
0xFF,0x006F76
0xFF,0x00771C
0xFF,0x007ED6
0xFF,0x008679
0xFF,0x008E2F
0xFF,0x00957B
0xFF,0x009CB4
0xFF,0x00A36D
0xFF,0x00A9AF
0xFF,0x00AF99
0xFF,0x00B559
0x00,0x00BAD8
0x00,0x00C040
0x00,0x00C5ED
0x00,0x00CB12
0x01,0x00D0B0
0x01,0x00D737
0x01,0x00DD87
0x01,0x00E4E4
0x02,0x00ECD4
0x02,0x00F567
0x02,0x00FEC0
0x02,0x0108AA
0x02,0x01130D
0x01,0x011DD9
0x01,0x0128D7
0x01,0x0133A1
0x00,0x013E46
0x00,0x01483C
0xFF,0x0151C6
0xFF,0x0159C2
0xFE,0x016119
0xFE,0x0166D9
0xFE,0x016B65
0xFE,0x016E50
0xFE,0x016FBC
0xFE,0x017004
0xFE,0x016EF9
0xFF,0x016CC3
0xFF,0x0169EC
0x00,0x0166A7
0x01,0x01630F
0x01,0x015F83
0x02,0x015C6E
0x03,0x015975
0x03,0x01571B
0x04,0x015662
0x04,0x0155DE
0x04,0x01572F
0x03,0x01592B
0x03,0x015C5A
0x02,0x0160CB
0x01,0x0165FA
0x00,0x016C46
0xFF,0x0172F5
0xFE,0x017A52
0xFD,0x01824E
0xFC,0x018A44
0xFB,0x01928D
0xFA,0x019B86
0xF9,0x01A444
0xF9,0x01AD51
0xF9,0x01B63A
0xF9,0x01BF50
0xF9,0x01C90D
0xF9,0x01D291
0xFA,0x01DC22
0xFB,0x01E5DE
0xFC,0x01EFBE
0xFD,0x01F9A0
0xFE,0x020332
0xFF,0x020CA1
0x00,0x0215DE
0x00,0x021E55
0x01,0x022635
0x01,0x022D7A
0x01,0x0233C2
0x01,0x02390C
0x01,0x023D1C
0x01,0x023FB0
0x01,0x024166
0x00,0x0241FF
0x00,0x024089
0x00,0x023EC4
0xFF,0x023B80
0xFF,0x023784
0xFF,0x02322B
0xFF,0x022C5F
0xFF,0x022588
0xFF,0x021E15
0x00,0x02161D
0x00,0x020E27
0x01,0x0205F4
0x01,0x01FD18
0x01,0x01F457
0x02,0x01EAED
0x02,0x01E18A
0x02,0x01D7A6
0x03,0x01CDC4
0x03,0x01C3B6
0x02,0x01B8CD
0x02,0x01AE06
0x02,0x01A258
0x02,0x019654
0x01,0x0189CC
0x01,0x017CC5
0x00,0x016F33
0x00,0x016121
0xFF,0x015222
0xFF,0x01431F
0xFF,0x01338B
0xFE,0x012331
0xFE,0x0112B2
0xFE,0x0101F5
0xFE,0x00F0DC
0xFE,0x00DFE1
0xFF,0x00CE7C
0xFF,0x00BD67
0xFF,0x00AC60
0xFF,0x009B9F
0xFF,0x008BC7
0xFF,0x007BAB
0xFF,0x006C79
0xFF,0x005E0F
0xFF,0x005067
0xFF,0x004302
0xFF,0x0036B7
0xFF,0x002B04
0xFE,0x001FB4
0xFE,0x001506
0xFE,0x000A97
0xFE,0xFFFFD8
0xFE,0xFFF560
0xFE,0xFFEA51
0xFE,0xFFDEBF
0xFE,0xFFD28B
0xFE,0xFFC5DC
0xFF,0xFFB7EE
0xFF,0xFFA931
0x00,0xFF99AA
0x00,0xFF8939
0x01,0xFF7820
0x01,0xFF6735
0x01,0xFF5585
0x01,0xFF4494
0x01,0xFF336F
0x01,0xFF2355
0x01,0xFF146E
0x01,0xFF06D2
0x00,0xFEFB43
0x00,0xFEF125
0xFF,0xFEE8A8
0xFF,0xFEE2C2
0xFE,0xFEDE05
0xFE,0xFEDBA3
0xFD,0xFEDAB0
0xFD,0xFEDA86
0xFC,0xFEDBD9
0xFC,0xFEDD7D
0xFC,0xFEDF77
0xFC,0xFEE185
0xFC,0xFEE2BC
0xFC,0xFEE3EF
0xFD,0xFEE369
0xFD,0xFEE1FB
0xFD,0xFEDF69
0xFE,0xFEDB97
0xFE,0xFED603
0xFE,0xFECFBD
0xFF,0xFEC83E
0xFF,0xFEC05A
0xFF,0xFEB813
0xFF,0xFEAF6D
0xFF,0xFEA6DA
0xFE,0xFE9EFA
0xFE,0xFE9750
0xFE,0xFE909A
0xFE,0xFE8A8E
0xFD,0xFE85F5
0xFD,0xFE8257
0xFD,0xFE7F00
0xFD,0xFE7D32
0xFC,0xFE7B74
0xFC,0xFE7A1D
0xFC,0xFE7970
0xFC,0xFE7881
0xFD,0xFE774E
0xFD,0xFE752E
0xFD,0xFE72AA
0xFD,0xFE6F80
0xFE,0xFE6BD5
0xFE,0xFE6730
0xFF,0xFE61B5
0xFF,0xFE5C2F
0x00,0xFE55E1
0x00,0xFE4FE1
0x01,0xFE4A05
0x01,0xFE44CC
0x01,0xFE403B
0x02,0xFE3CBF
0x02,0xFE3A45
0x02,0xFE399E
0x03,0xFE3A4D
0x03,0xFE3C47
0x03,0xFE402B
0x03,0xFE44E0
0x02,0xFE4B30
0x02,0xFE5293
0x01,0xFE5AA8
0x01,0xFE631A
0x00,0xFE6C45
0xFF,0xFE75C1
0xFE,0xFE7EDE
0xFD,0xFE884D
0xFD,0xFE9170
0xFC,0xFE9A9C
0xFC,0xFEA3CD
0xFC,0xFEAD02
0xFC,0xFEB66C
0xFC,0xFEC05E
0xFC,0xFECAB8
0xFD,0xFED5A7
0xFE,0xFEE1DD
0xFF,0xFEEEDA
0x00,0xFEFCF8
0x02,0xFF0C42
0x03,0xFF1D33
0x05,0xFF2E24
0x06,0xFF4016
0x07,0xFF523E
0x08,0xFF64D7
0x09,0xFF76D1
0x0A,0xFF887D
0x0A,0xFF9903
0x0A,0xFFA8BD
0x0A,0xFFB750
0x0A,0xFFC426
0x09,0xFFCFEC
0x08,0xFFD9F8
0x07,0xFFE2D7
0x05,0xFFEA33
0x04,0xFFF10B
0x03,0xFFF768
0x02,0xFFFCC5
0x01,0x0002CD
0x01,0x0008BF
0x00,0x000FC2
0x00,0x001706
0x00,0x001F8A
0x00,0x00292C
0x00,0x0033ED
0x01,0x003F8A
0x01,0x004C4D
0x02,0x00596A
0x02,0x006742
0x03,0x007554
0x03,0x00835E
0x04,0x00909C
0x04,0x009D85
0x04,0x00A9A1
0x03,0x00B427
0x03,0x00BDEF
0x03,0x00C5F7
0x02,0x00CD06
0x02,0x00D2D0
0x01,0x00D791
0x01,0x00DB20
0x00,0x00DE3E
0x00,0x00E141
0x00,0x00E3BB
0x00,0x00E668
0x00,0x00E947
0x00,0x00ECEE
0x00,0x00F13F
0x01,0x00F660
0x01,0x00FC3E
0x02,0x0102CC
0x02,0x010A02
0x02,0x0111ED
0x03,0x011A72
0x03,0x0122FD
0x02,0x012BB7
0x02,0x0133FC
0x02,0x013B8B
0x01,0x0142F7
0x00,0x0148E7
0xFF,0x014E20
0xFE,0x0151C2
0xFE,0x0153D6
0xFD,0x0154D3
0xFC,0x0153DA
0xFC,0x015197
0xFC,0x014D97
0xFB,0x01487A
0xFC,0x0141F6
0xFC,0x013A64
0xFD,0x013189
0xFE,0x01286C
0xFF,0x011EAC
0x00,0x0114BA
0x01,0x010A66
0x02,0x0100AE
0x03,0x00F6F0
0x04,0x00EDB9
0x05,0x00E58D
0x05,0x00DE3C
0x06,0x00D828
0x06,0x00D2C2
0x05,0x00CE21
0x05,0x00CAAE
0x04,0x00C81B
0x03,0x00C652
0x02,0x00C486
0x01,0x00C334
0x00,0x00C187
0xFF,0x00BF14
0xFE,0x00BC76
0xFD,0x00B89C
0xFD,0x00B30C
0xFD,0x00ABE1
0xFC,0x00A2CC
0xFD,0x009783
0xFD,0x008A3D
0xFE,0x007ADE
0xFE,0x006962
0xFF,0x005621
0x00,0x00414C
0x01,0x002AAD
0x02,0x0013BC
0x03,0xFFFC33
0x03,0xFFE479
0x04,0xFFCCFF
0x04,0xFFB64D
0x05,0xFFA0F3
0x05,0xFF8D01
0x04,0xFF7A95
0x04,0xFF6A5A
0x04,0xFF5BB2
0x03,0xFF4ED7
0x02,0xFF43E6
0x02,0xFF3AB8
0x01,0xFF3276
0x01,0xFF2B05
0x00,0xFF2412
0x00,0xFF1D4D
0x00,0xFF167C
0xFF,0xFF0F1B
0xFF,0xFF075F
0xFF,0xFEFE94
0xFF,0xFEF4FE
0xFF,0xFEEAB6
0x00,0xFEDFA1
0x00,0xFED482
0x00,0xFEC8D8
0x00,0xFEBD93
0x00,0xFEB249
0xFF,0xFEA833
0xFF,0xFE9F30
0xFF,0xFE9801
0xFE,0xFE9292
0xFD,0xFE8E69
0xFD,0xFE8C8C
0xFC,0xFE8C71
0xFC,0xFE8E0F
0xFB,0xFE91C1
0xFB,0xFE9643
0xFA,0xFE9BC3
0xFA,0xFEA215
0xFA,0xFEA8C2
0xFA,0xFEAFAF
0xFB,0xFEB66C
0xFB,0xFEBC8C
0xFC,0xFEC24A
0xFC,0xFEC787
0xFD,0xFECC6C
0xFD,0xFED0AE
0xFE,0xFED4C8
0xFF,0xFED8E0
0xFF,0xFEDDE3
0x00,0xFEE393
0x00,0xFEEA0B
0x00,0xFEF272
0x00,0xFEFC46
0x00,0xFF0846
0x00,0xFF1602
0x00,0xFF2600
0x00,0xFF3795
0x00,0xFF4A90
0xFF,0xFF5EF7
0xFF,0xFF7472
0xFF,0xFF89DC
0xFF,0xFF9F88
0xFF,0xFFB485
0xFF,0xFFC88B
0xFF,0xFFDB1B
0xFF,0xFFEC00
0xFF,0xFFFB9A
0xFF,0x000857
0x00,0x0013B0
0x00,0x001D30
0x00,0x002528
0x00,0x002BB4
0x00,0x003217
0x00,0x003809
0x00,0x003E63
0xFF,0x0045B6
0xFF,0x004E67
0xFF,0x00589B
0xFE,0x0064F0
0xFE,0x007399
0xFD,0x008443
0xFD,0x0097B3
0xFD,0x00AC8C
0xFD,0x00C3AB
0xFC,0x00DC36
0xFD,0x00F52D
0xFD,0x010EE4
0xFD,0x01285E
0xFE,0x01411F
0xFE,0x015898
0xFF,0x016E7E
0x00,0x0182C1
0x01,0x01945E
0x01,0x01A430
0x02,0x01B1E8
0x03,0x01BE2C
0x04,0x01C84F
0x05,0x01D170
0x06,0x01D990
0x07,0x01E1A8
0x07,0x01E9E0
0x08,0x01F271
0x08,0x01FBE6
0x08,0x020700
0x08,0x021356
0x08,0x022174
0x08,0x023156
0x08,0x02427D
0x08,0x025586
0x08,0x026962
0x07,0x027DA1
0x07,0x029241
0x06,0x02A6C6
0x06,0x02BADE
0x05,0x02CDA1
0x05,0x02DFB9
0x04,0x02F010
0x03,0x02FF21
0x02,0x030C9E
0x02,0x031808
0x01,0x032290
0x00,0x032BA1
0xFF,0x03334B
0xFE,0x033B2B
0xFE,0x0342A2
0xFD,0x0349C0
0xFD,0x0351E2
0xFC,0x035A0A
0xFC,0x036315
0xFB,0x036D29
0xFB,0x0377AA
0xFB,0x038396
0xFB,0x038FCC
0xFC,0x039C44
0xFC,0x03A8FB
0xFD,0x03B52F
0xFD,0x03C0AB
0xFE,0x03CB76
0xFE,0x03D3E4
0xFF,0x03DB09
0x00,0x03E010
0x01,0x03E2E5
0x01,0x03E34E
0x02,0x03E152
0x03,0x03DCF9
0x03,0x03D6DD
0x04,0x03CE81
0x04,0x03C4A9
0x04,0x03B9DA
0x04,0x03AD66
0x04,0x03A095
0x04,0x0392FF
0x03,0x03851B
0x03,0x037721
0x02,0x036913
0x01,0x035B13
0x00,0x034CC7
0xFF,0x033E16
0xFE,0x032F4F
0xFD,0x03200A
0xFC,0x031004
0xFC,0x02FF47
0xFB,0x02ECD8
0xFA,0x02DA70
0xFA,0x02C5F7
0xFA,0x02B035
0xFA,0x0298F4
0xFA,0x028088
0xFB,0x02670C
0xFB,0x024CC2
0xFC,0x023154
0xFD,0x02160D
0xFD,0x01FA4D
0xFE,0x01DE10
0xFF,0x01C31F
0x00,0x01A859
0x00,0x018DE0
0x01,0x0174A7
0x01,0x015BD2
0x01,0x0143A1
0x00,0x012C46
0x00,0x011525
0x00,0x00FECA
0xFF,0x00E884
0xFE,0x00D1ED
0xFE,0x00BAB0
0xFD,0x00A2E6
0xFD,0x008A0F
0xFC,0x006FFD
0xFC,0x005453
0xFC,0x00370A
0xFC,0x001865
0xFD,0xFFF802
0xFD,0xFFD616
0xFE,0xFFB285
0xFE,0xFF8DC4
0xFF,0xFF67F2
0x00,0xFF408C
0x01,0xFF18EB
0x02,0xFEF0F2
0x03,0xFEC8A2
0x03,0xFEA070
0x03,0xFE78A0
0x04,0xFE5160
0x04,0xFE2AF0
0x04,0xFE0574
0x04,0xFDE095
0x03,0xFDBD5C
0x03,0xFD9AEB
0x03,0xFD7A3C
0x02,0xFD5AC9
0x02,0xFD3C8E
0x01,0xFD1FFA
0x01,0xFD04F2
0x01,0xFCEAE0
0x01,0xFCD2E8
0x01,0xFCBC21
0x01,0xFCA6C4
0x01,0xFC934A
0x01,0xFC8124
0x01,0xFC70C0
0x01,0xFC61F7
0x01,0xFC54F8
0x01,0xFC497C
0x01,0xFC3F74
0x00,0xFC36A1
0x00,0xFC2F9E
0x00,0xFC29A2
0x00,0xFC2520
0x00,0xFC216E
0x00,0xFC1EB7
0x00,0xFC1CBD
0xFF,0xFC1ADD
0xFF,0xFC1978
0xFF,0xFC185D
0xFF,0xFC1758
0xFF,0xFC15C0
0xFF,0xFC152A
0xFF,0xFC1378
0xFF,0xFC1231
0xFF,0xFC106D
0xFF,0xFC0E9B
0xFF,0xFC0D1E
0xFE,0xFC0B42
0xFE,0xFC09A0
0xFD,0xFC087B
0xFD,0xFC082F
0xFC,0xFC0847
0xFC,0xFC09E6
0xFC,0xFC0C73
0xFB,0xFC10EF
0xFB,0xFC166F
0xFB,0xFC1E11
0xFB,0xFC279C
0xFB,0xFC3255
0xFB,0xFC3FB2
0xFC,0xFC4E55
0xFD,0xFC5F0E
0xFE,0xFC7146
0xFF,0xFC8494
0x00,0xFC98D6
0x01,0xFCAE3F
0x02,0xFCC38D
0x03,0xFCD93F
0x04,0xFCEEBA
0x05,0xFD03CF
0x06,0xFD18A4
0x06,0xFD2CCC
0x06,0xFD403A
0x06,0xFD533B
0x06,0xFD6549
0x05,0xFD7765
0x05,0xFD895D
0x04,0xFD9B88
0x03,0xFDADDE
0x01,0xFDC15A
0x00,0xFDD54A
0xFF,0xFDEAF3
0xFE,0xFE01C2
0xFD,0xFE1A53
0xFC,0xFE3457
0xFC,0xFE4FF7
0xFB,0xFE6D3A
0xFB,0xFE8B9F
0xFB,0xFEAB14
0xFB,0xFECB9D
0xFB,0xFEEC03
0xFC,0xFF0D13
0xFD,0xFF2D6F
0xFE,0xFF4D83
0xFF,0xFF6C02
0x00,0xFF89AE
0x01,0xFFA55E
0x01,0xFFC028
0x02,0xFFD960
0x03,0xFFF0E3
0x04,0x000758
0x04,0x001BF1
0x05,0x002FA4
0x05,0x00425B
0x05,0x005491
0x05,0x0066D2
0x04,0x007859
0x04,0x008A29
0x03,0x009C5F
0x03,0x00AED6
0x02,0x00C1BB
0x01,0x00D51C
0x00,0x00E8CE
0xFF,0x00FC6E
0xFE,0x011092
0xFD,0x012468
0xFC,0x013834
0xFB,0x014B19
0xFB,0x015DFA
0xFA,0x017030
0xF9,0x018141
0xF9,0x0191E8
0xF9,0x01A1BA
0xF8,0x01B09F
0xF8,0x01BF0D
0xF8,0x01CC99
0xF9,0x01D964
0xF9,0x01E5EE
0xF9,0x01F1F2
0xFA,0x01FDAA
0xFA,0x020912
0xFB,0x02142B
0xFB,0x021EF8
0xFC,0x0229B8
0xFD,0x02346B
0xFD,0x023EBF
0xFE,0x024891
0xFE,0x025231
0xFF,0x025B78
0xFF,0x026439
0xFF,0x026CB2
0xFF,0x027492
0x00,0x027BC3
0x00,0x028336
0x00,0x0289F5
0x00,0x029025
0xFF,0x029684
0xFF,0x029C19
0xFF,0x02A1F1
0xFF,0x02A767
0xFF,0x02AC9E
0xFF,0x02B16D
0xFF,0x02B631
0xFE,0x02BA66
0xFE,0x02BE15
0xFE,0x02C0AC
0xFE,0x02C252
0xFE,0x02C2D6
0xFE,0x02C110
0xFE,0x02BE52
0xFD,0x02B908
0xFD,0x02B169
0xFD,0x02A7F7
0xFD,0x029B67
0xFD,0x028CA2
0xFD,0x027BE9
0xFD,0x0268B4
0xFD,0x025372
0xFE,0x023CAB
0xFE,0x022479
0xFE,0x020BEE
0xFF,0x01F217
0xFF,0x01D8A1
0x00,0x01BF92
0x00,0x01A72F
0x01,0x018FBC
0x01,0x0179FC
0x02,0x0165B8
0x02,0x0152D9
0x02,0x014210
0x02,0x0132B2
0x02,0x0124BE
0x02,0x011838
0x02,0x010C2E
0x01,0x010133
0x01,0x00F66E
0x00,0x00EB59
0x00,0x00E01B
0xFF,0x00D417
0xFE,0x00C751
0xFE,0x00B8EC
0xFD,0x00A938
0xFD,0x009813
0xFD,0x008627
0xFD,0x0072A4
0xFD,0x005DE9
0xFD,0x004833
0xFD,0x00326F
0xFE,0x001C09
0xFF,0x0005C6
0xFF,0xFFEFD0
0x00,0xFFDAC1
0x01,0xFFC6CD
0x01,0xFFB463
0x02,0xFFA3AC
0x02,0xFF9450
0x03,0xFF87B8
0x03,0xFF7C85
0x03,0xFF737F
0x03,0xFF6CA5
0x02,0xFF67AC
0x02,0xFF64CD
0x02,0xFF63B0
0x02,0xFF6428
0x01,0xFF65FA
0x01,0xFF690B
0x01,0xFF6D25
0x01,0xFF7244
0x01,0xFF780A
0x01,0xFF7E72
0x01,0xFF8539
0x02,0xFF8C89
0x02,0xFF93EE
0x03,0xFF9B98
0x03,0xFFA337
0x04,0xFFAABF
0x04,0xFFB21C
0x04,0xFFB91F
0x05,0xFFC004
0x05,0xFFC6D5
0x05,0xFFCD6C
0x04,0xFFD38C
0x04,0xFFD9CE
0x04,0xFFDFC8
0x03,0xFFE568
0x03,0xFFEAD7
0x02,0xFFF06D
0x02,0xFFF61F
0x01,0xFFFB8E
0x01,0x0001BE
0x01,0x0007CE
0x01,0x000E59
0x00,0x0014BB
0x01,0x001BC0
0x01,0x002344
0x01,0x002AC7
0x01,0x0032AD
0x01,0x003B34
0x02,0x00433C
0x02,0x004BF5
0x02,0x00548D
0x02,0x005D10
0x02,0x0065AB
0x02,0x006E39
0x01,0x0076E4
0x01,0x007F2C
0x00,0x00876A
0x00,0x008F1E
0xFF,0x009712
0xFF,0x009EE2
0xFE,0x00A66A
0xFE,0x00ADDD
0xFE,0x00B50E
0xFD,0x00BC11
0xFD,0x00C316
0xFD,0x00C95D
0xFD,0x00CFDD
0xFE,0x00D5C5
0xFE,0x00DB71
0xFE,0x00E09E
0xFE,0x00E59B
0xFE,0x00EA2E
0xFF,0x00EE7E
0xFF,0x00F23A
0xFF,0x00F593
0xFF,0x00F8F8
0xFF,0x00FC22
0xFF,0x00FF31
0xFE,0x0102E0
0xFE,0x010656
0xFE,0x010A94
0xFE,0x010F01
0xFE,0x011456
0xFD,0x011AA6
0xFD,0x01214D
0xFD,0x012842
0xFD,0x01306A
0xFE,0x01388E
0xFE,0x014167
0xFE,0x014A66
0xFE,0x0152B7
0xFF,0x015AF1
0xFF,0x0162CF
0x00,0x016975
0x00,0x016F31
0x00,0x01739A
0x00,0x017749
0x01,0x01793B
0x01,0x0179D4
0x01,0x01798A
0x01,0x0177CE
0x00,0x017511
0x00,0x0171A2
0x00,0x016D65
0x00,0x0168D5
0x00,0x01643C
0xFF,0x015F7D
0xFF,0x015A98
0xFF,0x01562C
0xFF,0x0151BC
0xFF,0x014D99
0xFF,0x01493B
0xFF,0x0144A6
0xFF,0x013F61
0x00,0x0139B9
0x00,0x01332D
0x00,0x012B75
0x00,0x01222E
0x00,0x01177D
0x00,0x010B63
0x00,0x00FCCA
0xFF,0x00ED3B
0xFF,0x00DB8F
0xFF,0x00C8CC
0xFF,0x00B484
0xFE,0x009F26
0xFE,0x00892A
0xFE,0x007271
0xFD,0x005C23
0xFD,0x004588
0xFD,0x002F76
0xFC,0x001A33
0xFC,0x0005AE
0xFC,0xFFF253
0xFC,0xFFDFC2
0xFC,0xFFCDA6
0xFC,0xFFBCB1
0xFB,0xFFAC24
0xFB,0xFF9BD8
0xFB,0xFF8BF8
0xFB,0xFF7CB1
0xFB,0xFF6CED
0xFB,0xFF5CAD
0xFB,0xFF4CCF
0xFB,0xFF3C4C
0xFB,0xFF2B9F
0xFC,0xFF1AA4
0xFC,0xFF0993
0xFC,0xFEF900
0xFD,0xFEE7D9
0xFD,0xFED7C5
0xFD,0xFEC8C8
0xFE,0xFEBA74
0xFE,0xFEAD7D
0xFF,0xFEA15A
0xFF,0xFE972A
0x00,0xFE8E94
0x00,0xFE873A
0x00,0xFE8183
0x01,0xFE7D2E
0x01,0xFE79BD
0x01,0xFE7752
0x01,0xFE75AB
0x02,0xFE74D2
0x02,0xFE73FF
0x02,0xFE7380
0x02,0xFE72CC
0x02,0xFE7209
0x02,0xFE70F4
0x02,0xFE6FB3
0x02,0xFE6E89
0x02,0xFE6D2E
0x02,0xFE6BB1
0x02,0xFE6AD2
0x02,0xFE6A1F
0x02,0xFE69FD
0x02,0xFE6A7D
0x02,0xFE6C19
0x02,0xFE6E17
0x02,0xFE70F4
0x02,0xFE74CE
0x01,0xFE79CD
0x01,0xFE7F70
0x01,0xFE854C
0x00,0xFE8BC9
0x00,0xFE92BE
0xFF,0xFE99ED
0xFF,0xFEA051
0xFF,0xFEA6E6
0xFF,0xFEAD55
0xFF,0xFEB34E
0xFF,0xFEB884
0xFF,0xFEBD8B
0xFF,0xFEC1ED
0x00,0xFEC62F
0x01,0xFECA3C
0x01,0xFECDE7
0x02,0xFED280
0x03,0xFED6A4
0x04,0xFEDB7D
0x05,0xFEE080
0x06,0xFEE63C
0x06,0xFEEC9A
0x07,0xFEF3FF
0x07,0xFEFC50
0x07,0xFF0589
0x07,0xFF0EF0
0x06,0xFF1983
0x05,0xFF24BC
0x05,0xFF3032
0x04,0xFF3C72
0x02,0xFF48F3
0x01,0xFF55BA
0x00,0xFF6268
0xFF,0xFF6F87
0xFD,0xFF7CCD
0xFC,0xFF8A7F
0xFB,0xFF97D0
0xFA,0xFFA622
0xF9,0xFFB471
0xF8,0xFFC36E
0xF8,0xFFD2DF
